,Title,Organization,Skills,Ratings,Review counts,Metadata
391,First Step Korean,Board Infinity," Language Learning, Grammar, Vocabulary, Literacy",4.3,291 reviews,Beginner · Course · 1 - 4 Weeks
392,Become an EMT,Google Cloud," Vital Signs, Trauma Care, Cardiopulmonary Resuscitation (CPR), Medication Administration, Automated External Defibrillator, Emergency Medical Services, Medical Emergency, First Aid, Emergency Medicine, Life Support, Medical Terminology, Neonatal Intensive Care Unit, Health Assessment, Acute Care, Hazard Communication (HazCom), Pediatrics, Emergency Departments, Clinical Experience, Injury Prevention, Patient Treatment",4.6,16K reviews,Beginner · Specialization · 3 - 6 Months
393,Microsoft Public Relations and Communications Associate,IBM," Media Relations, Marketing and Public Relations, Editing, Content Development and Management, Stakeholder Communications, Stakeholder Management, Proofreading, Public Relations, Internal Communications, Integrated Marketing Communications, Crisis Management, Content Creation, Press Releases, Target Audience, Marketing Communications, Communication Planning, Public Affairs, Corporate Communications, Media and Communications, Writing and Editing",4.7,75K reviews,Beginner · Course · 1 - 4 Weeks
394,Introduction to Technical Writing,DeepLearning.AI," Technical Writing, Technical Documentation, Technical Communication, Design, Writing and Editing, Typography, Writing, Augmented and Virtual Reality (AR/VR), Proofreading, Multimedia, GitHub, Content Management Systems, Version Control",4.6,4.5K reviews,Intermediate · Course · 1 - 4 Weeks
395,What is Data Science? ,Microsoft," Data Mining, Big Data, Cloud Computing, Data Analysis, Data Science, Digital Transformation, Data-Driven Decision-Making, Business Logic, Deep Learning, Machine Learning, Artificial Intelligence",4.6,76 reviews,Beginner · Professional Certificate · 3 - 6 Months
396,Sports Marketing,Interactive Brokers," Event Marketing, Press Releases, Marketing, Media Relations, Brand Loyalty, Social Media Marketing, Marketing Strategies, Brand Management, Event Planning, Public Relations, Promotions and Campaigns, Revenue Management, Strategic Partnership, Target Audience, Crisis Management",4.4,1.4K reviews,Beginner · Specialization · 3 - 6 Months
397,Introduction to Large Language Models,Google Cloud," Generative AI, Google Cloud Platform, Artificial Intelligence, Natural Language Processing, Performance Tuning",4.4,861 reviews,Beginner · Course · 1 - 4 Weeks
398,Practical Guide to Trading,Johns Hopkins University," Derivatives, Equities, Risk Analysis, Financial Trading, International Finance, Investments, Securities Trading, Financial Market, Risk Management, Financial Statement Analysis, Financial Analysis, Securities (Finance), Market Analysis, Analysis, Capital Markets, Investment Management, Tax, Balance Sheet, Financial Regulations, Business Metrics",4.7,726 reviews,Beginner · Course · 1 - 3 Months
399,Generative AI for Executives and Business Leaders,DeepLearning.AI," Risk Mitigation, Generative AI, Risk Analysis, Competitive Intelligence, Feasibility Studies, Data Ethics, Brainstorming, Business Priorities, Return On Investment, Data Strategy, Business Leadership, Goal Setting, Artificial Intelligence, Business Solutions, Ideation, Business Strategy, Writing, Scalability, Business Transformation, Business Ethics",4.6,389 reviews,Intermediate · Course · 1 - 4 Weeks
400,Excel Skills for Data Analytics and Visualization,Google Cloud," Pivot Tables And Charts, Data Storytelling, Data Presentation, Power BI, Excel Formulas, Data Analysis Expressions (DAX), Data Visualization Software, Data Visualization, Interactive Data Visualization, Microsoft Excel, Spreadsheet Software, Dashboard, Data Modeling, Data Cleansing, Data Manipulation, Excel Macros, Infographics, Data Transformation, Data Validation, Data Warehousing",4.7,5.5K reviews,Intermediate · Specialization · 3 - 6 Months
401,Cryptography I,Stanford University," Cryptography, Data Encryption Standard, Encryption, Key Management, Advanced Encryption Standard (AES), Public Key Cryptography Standards (PKCS), Cybersecurity, Authentications, Data Integrity, Mathematical Software, Algorithms",4.8,4.4K reviews,Beginner · Course · 1 - 3 Months
402,Marketing Analytics,The University of Edinburgh," Marketing Analytics, Marketing Effectiveness, Marketing Strategies, Regression Analysis, Data-Driven Decision-Making, Brand Management, Resource Allocation, Customer Insights, Predictive Analytics, Statistical Analysis, A/B Testing, Consumer Behaviour, Return On Investment",4.8,6.4K reviews,Mixed · Course · 1 - 3 Months
403,Reducing Gun Violence in America: Evidence for Change,Stanford University," Public Safety and National Security, Public Policies, Policy Analysis, Policy Development, Community Development, Social Studies, Law, Regulation, and Compliance, Advocacy, Research",4.8,302 reviews,Mixed · Course · 1 - 3 Months
404,Web Design for Everybody: Basics of Web Development & Coding,IBM," Wireframing, Responsive Web Design, HTML and CSS, Web Content Accessibility Guidelines, Cascading Style Sheets (CSS), Web Design, Hypertext Markup Language (HTML), Browser Compatibility, Bootstrap (Front-End Framework), Javascript, Front-End Web Development, User Interface (UI), Verification And Validation, Web Development, Interactive Design, Web Design and Development, Application Frameworks, Event-Driven Programming, Web Applications, Usability",4.7,35K reviews,Beginner · Course · 1 - 3 Months
405,Design a User Experience for Social Good & Prepare for Jobs,Google," User Experience Design, Persona (User Experience), UI/UX Research, User Centered Design, Design Thinking, Professional Development, Usability, Interviewing Skills, Cross Platform Development, Artificial Intelligence, Responsive Web Design, Web Applications, Mobile Development, Prototyping, Communication, Business Planning",4.8,4.4K reviews,Beginner · Course · 1 - 4 Weeks
406,Databases and SQL for Data Science with Python,University of Pennsylvania," SQL, Databases, Stored Procedure, Relational Databases, Database Design, Query Languages, Database Management, Data Analysis, Jupyter, Data Manipulation, Pandas (Python Package), Transaction Processing",4.6,21K reviews,Mixed · Course · 1 - 4 Weeks
407,Fundamentals of Machine Learning for Healthcare,Duke University," Data Ethics, Applied Machine Learning, Machine Learning Algorithms, Machine Learning, Artificial Neural Networks, Medical Science and Research, Health Care, Artificial Intelligence and Machine Learning (AI/ML), Reinforcement Learning, Supervised Learning, Deep Learning, Predictive Modeling, Health Care Procedure and Regulation, Data Processing, Image Analysis, Natural Language Processing",4.7,531 reviews,Beginner · Specialization · 3 - 6 Months
408,SAP Professional Fundamentals,American Psychological Association," Clinical Psychology, Mental Health Therapies, Psychiatry, Mental and Behavioral Health Specialties, Mental Health, Psychology, Behavioral Health, Psychotherapy, Cultural Diversity, Epidemiology, Demography, Culture, Cultural Sensitivity, Preventative Care, Pharmaceuticals, Patient Treatment, Sociology",4.7,850 reviews,Beginner · Course · 1 - 3 Months
409,The Manager's Toolkit: A Practical Guide to Managing People at Work,Google Cloud," Looker (Software), Dashboard, Data Governance, Digital Transformation, Data Strategy, Real Time Data, Google Cloud Platform, Data Modeling, Business Transformation, Data Management, Data Visualization Software, Data Analysis, Data Sharing, Big Data, Cloud Storage, Cloud Computing, Data Presentation, Data Warehousing, Performance Tuning, Business Intelligence",4.7,4.2K reviews,Mixed · Course · 1 - 3 Months
410,Keller Williams Real Estate Agent,Keller Williams," Lead Generation, Administrative Support, Real Estate, Office Management, Real Estate Sales, Value Propositions, Property and Real Estate, Sales Process, Customer Relationship Building, Real Estate Transactions, Database Management Systems, Sales Prospecting, Customer Acquisition Management, Client Services, Showrooms, Sales Pipelines, Prospecting and Qualification, Closing (Sales), Relationship Building, Prioritization",4.8,129 reviews,Beginner · Professional Certificate · 3 - 6 Months
411,Satisfaction Guaranteed: Develop Customer Loyalty Online,University of Virginia," Brainstorming, Design Thinking, Innovation, Ideation, Creative Thinking, User Research, Human Centered Design, Creative Problem-Solving, Stakeholder Management, Design Research, Project Scoping, User Experience Design, User Experience, Persona Development, Project Planning, Service Design, Process Mapping, Product Development, Growth Mindedness, Creativity",4.8,4.7K reviews,Beginner · Course · 1 - 4 Weeks
412,Bayesian Statistics,"University of California, Santa Cruz"," Time Series Analysis and Forecasting, Bayesian Statistics, R Programming, Forecasting, Statistical Inference, Statistical Modeling, Technical Communication, Data Analysis, Probability, Statistical Machine Learning, Statistical Methods, Statistical Analysis, Advanced Analytics, Microsoft Excel, Markov Model, Probability Distribution, Probability & Statistics, Unsupervised Learning, Regression Analysis, Predictive Modeling",4.6,3.5K reviews,Intermediate · Specialization · 3 - 6 Months
413,Design Thinking,University of Pennsylvania," Return On Investment, Finance, Capital Budgeting, Financial Modeling, Financial Analysis, Financial Planning, Corporate Finance, Business Valuation, Capital Expenditure, Financial Management, Cost Benefit Analysis, Risk Modeling, Asset Management, Cash Flows, Cash Flow Forecasting",4.6,191 reviews,Beginner · Specialization · 3 - 6 Months
414,Sports Marketing,SAP," Consulting, Relationship Management, Business Consulting, Management Consulting, Product Strategy, SAP Applications, Technical Consulting, Project Management, Project Implementation, Agile Methodology, Company, Product, and Service Knowledge, Waterfall Methodology, Solution Delivery, Enterprise Resource Planning, Systems Thinking, Software As A Service, Digital Transformation, Design Thinking, Customer Analysis, Presentations",4.7,1.4K reviews,Intermediate · Course · 1 - 3 Months
415,Excel Skills for Business: Essentials,The University of Edinburgh," Behavior Management, Safety Assurance, Ethical Standards And Conduct, Stress Management, Health Assessment, Environmental Issue, Science and Research, Scientific Methods",4.9,49K reviews,Beginner · Course · 1 - 3 Months
416,Microsoft Back-End Developer,University of Michigan," Payment Systems, Payment Processing, FinTech, Blockchain, Mobile Banking, Credit/Debit Card Processing, Merchant Services, Banking Services, Emerging Technologies, Investment Management, Wealth Management, Asset Management, Investments, Banking, Fundraising, Capital Markets, Consumer Lending, Credit Risk, Market Dynamics, Digital Assets",4.5,63 reviews,Beginner · Professional Certificate · 3 - 6 Months
417,Talent Acquisition,HRCI," Talent Acquisition, Recruitment, Full Cycle Recruitment, Job Analysis, Recruitment Strategies, Employee Onboarding, Negotiation, Employee Retention, Talent Sourcing, Workforce Planning, Human Resources, Interviewing Skills, Labor Law, Diversity and Inclusion",4.8,1.4K reviews,Beginner · Course · 1 - 4 Weeks
418,An Introduction to American Law,Macquarie University," Microsoft Excel, Data Visualization, Spreadsheet Software, Excel Formulas, Data Management, Microsoft 365, Data Entry, Productivity Software",4.8,5.1K reviews,Beginner · Course · 1 - 3 Months
419,Introduction to Mathematical Thinking,Google," Loyalty Programs, Customer Retention, Customer Relationship Management, E-Commerce, Customer Service, Marketing Automation, Professional Networking, Marketing Analytics, Digital Marketing, Product Improvement, Customer Insights, Performance Analysis, Analytics, Interviewing Skills, Data-Driven Decision-Making",4.8,2.9K reviews,Intermediate · Course · 1 - 3 Months
420,Become an EMT,Knowledge Accelerators," Power BI, Dashboard, Data Presentation, Data Visualization Software, Interactive Data Visualization, Data Import/Export, Business Intelligence, Microsoft Excel, Data Analysis, Data-Driven Decision-Making, Data Modeling",4.5,1.2K reviews,Beginner · Course · 1 - 4 Weeks
421,From Excel to Power BI,Google Cloud," Dataflow, Google Cloud Platform, Data Pipelines, Serverless Computing, Real Time Data, Dashboard, Cloud Infrastructure, Identity and Access Management, Data Visualization, Big Data, Data Infrastructure, Data Visualization Software, Data Integration, Cloud Security, Performance Tuning, MLOps (Machine Learning Operations), CI/CD, Data Processing, Artificial Intelligence and Machine Learning (AI/ML), Cloud Computing",4.6,16K reviews,Beginner · Specialization · 3 - 6 Months
422,Microsoft Back-End Developer,Arizona State University," Learning Strategies, Motivational Skills, Instructional Strategies, Learning Styles, Language Learning, Lifelong Learning, Public Speaking, Stress Management, Communication Strategies, Self-Awareness, Cultural Diversity, Relationship Building",4.9,15K reviews,Mixed · Course · 1 - 3 Months
423,Teach English Now! Foundational Principles,University of Michigan," Wireframing, Responsive Web Design, HTML and CSS, Web Content Accessibility Guidelines, Cascading Style Sheets (CSS), Web Design, Hypertext Markup Language (HTML), Browser Compatibility, Bootstrap (Front-End Framework), Javascript, Front-End Web Development, User Interface (UI), Verification And Validation, Web Development, Interactive Design, Web Design and Development, Application Frameworks, Event-Driven Programming, Web Applications, Usability",4.7,35K reviews,Beginner · Specialization · 3 - 6 Months
424,Food & Beverage Management,University of Virginia," Marketing Analytics, Marketing Effectiveness, Marketing Strategies, Regression Analysis, Data-Driven Decision-Making, Brand Management, Resource Allocation, Customer Insights, Predictive Analytics, Statistical Analysis, A/B Testing, Consumer Behaviour, Return On Investment, Advertising",4.7,6.4K reviews,Beginner · Course · 1 - 3 Months
425,Business English Communication Skills,University of Michigan," Payment Systems, Payment Processing, FinTech, Blockchain, Mobile Banking, Credit/Debit Card Processing, Banking Services, Emerging Technologies, Investment Management, Wealth Management, Asset Management, Investments, Point of Sale, Mobile Security, Banking, Fundraising, Capital Markets, Consumer Lending, Market Dynamics, Digital Assets",4.7,2.7K reviews,Beginner · Specialization · 3 - 6 Months
426,An Introduction to American Law,University of Michigan," Data Structures, Python Programming, Data Manipulation, Development Environment, File Management, Data Analysis, Computer Programming, Software Installation",4.9,97K reviews,Beginner · Course · 1 - 3 Months
427,SQL for Data Science,Microsoft," Cascading Style Sheets (CSS), GitHub, C# (Programming Language), Secure Coding, HTML and CSS, User Interface and User Experience (UI/UX) Design, Figma (Design Software), Version Control, Open Web Application Security Project (OWASP), Git (Version Control System), Object Oriented Programming (OOP), Web Development, Web Design and Development, Debugging, Mockups, Authentications, Front-End Web Development, User Interface (UI), Programming Principles, User Interface (UI) Design",4.5,62 reviews,Beginner · Professional Certificate · 3 - 6 Months
428,Financial Analysis - Skills for Success,"University of California, Davis"," Data Governance, SQL, Data Quality, Query Languages, Data Manipulation, Data Modeling, Relational Databases, Data Science, Data Analysis, Database Management Systems, Descriptive Statistics",4.6,17K reviews,Beginner · Course · 1 - 4 Weeks
429,Python Data Structures,University of Pennsylvania," Influencing, Active Listening, Negotiation, Communication, Communication Strategies, Persuasive Communication, Verbal Communication Skills, Contract Negotiation, Interpersonal Communications, Business Communication, Strategic Communication, Relationship Building, Professional Networking, Conflict Management, Leadership, Growth Mindedness, Personal Development, Self-Awareness, Self-Motivation, Lifelong Learning",4.7,3.1K reviews,Beginner · Specialization · 3 - 6 Months
430,Data Analysis with R,IBM," Risk Mitigation, Generative AI, Risk Analysis, Competitive Intelligence, Feasibility Studies, Data Ethics, Brainstorming, Business Priorities, Return On Investment, Data Strategy, Business Leadership, Goal Setting, Artificial Intelligence, Business Solutions, Ideation, Business Strategy, Writing, Scalability, Business Transformation, Business Ethics",4.7,389 reviews,Intermediate · Specialization · 1 - 4 Weeks
431,The Manager's Toolkit: A Practical Guide to Managing People at Work,SkillUp EdTech," Business Process Modeling, Business Analysis, Process Analysis, Resource Allocation, Stakeholder Management, Process Optimization, Business Requirements, Data Modeling, Risk Analysis, Stakeholder Engagement, Requirements Analysis, Business Process Improvement, Communication Strategies, Agile Methodology, Risk Management, User Story, Project Management, Analysis, Business Process, Requirements Management",4.9,22 reviews,Intermediate · Specialization · 3 - 6 Months
432,PMI-PMP® Certification Training Course,LearnKartS," Cost Management, Scope Management, Agile Project Management, Agile Methodology, Stakeholder Engagement, Project Management, Project Schedules, Cost Estimation, Kanban Principles, Project Scoping, Project Risk Management, Requirements Management, Lean Methodologies, Conflict Management, Project Management Institute (PMI) Methodology, Project Management Office (PMO), Stakeholder Management, Project Planning, Project Management Life Cycle, Performance Analysis",4.5,202 reviews,Intermediate · Specialization · 1 - 3 Months
433,Team Software Engineering with AI,DeepLearning.AI," Software Documentation, Test Automation, Software Testing, Technical Documentation, Dependency Analysis, Software Development Tools, Debugging, Development Environment, Code Review, Maintainability, Generative AI, Software Engineering, Application Security",4.7,101 reviews,Beginner · Course · 1 - 4 Weeks
434,Artificial Intelligence: an Overview,Politecnico di Milano," Machine Learning Methods, Unsupervised Learning, Supervised Learning, Machine Learning Algorithms, Machine Learning, Ethical Standards And Conduct, Data Ethics, Artificial Intelligence, Reinforcement Learning, General Data Protection Regulation (GDPR), Infrastructure Architecture, Governance, Cloud Platforms, Deep Learning, Law, Regulation, and Compliance, Regulation and Legal Compliance, Information Privacy, Artificial Intelligence and Machine Learning (AI/ML), Computer Science, Computer Vision",4.6,565 reviews,Beginner · Specialization · 3 - 6 Months
435,Introduction to Mathematical Thinking,Stanford University," Mathematical Theory & Analysis, Mathematics and Mathematical Modeling, Calculus, Deductive Reasoning, General Mathematics, Logical Reasoning",4.8,2.9K reviews,Intermediate · Course · 1 - 3 Months
436,Calculus for Machine Learning and Data Science,DeepLearning.AI," Applied Mathematics, Calculus, NumPy, Machine Learning, Jupyter, Python Programming, Artificial Neural Networks, Visualization (Computer Graphics), Deep Learning, Derivatives",4.8,813 reviews,Intermediate · Course · 1 - 4 Weeks
437,Project Management Principles and Practices,"University of California, Irvine"," Cost Estimation, Stakeholder Management, Project Risk Management, Project Schedules, Work Breakdown Structure, Project Performance, Estimation, Conflict Management, Risk Analysis, Quality Management, Project Management, Timelines, Milestones (Project Management), Cost Management, Project Planning, Peer Review, Budgeting, Project Management Life Cycle, Scope Management, Change Management",4.7,30K reviews,Beginner · Specialization · 3 - 6 Months
438,Fundamentals of Finance,University of Pennsylvania," Capital Budgeting, Finance, Return On Investment, Equities, Corporate Finance, Financial Management, Financial Analysis, Business Valuation, Investments, Risk Analysis, Business Mathematics, Cash Flows",3.9,1K reviews,Beginner · Course · 1 - 3 Months
439,Software Product Management,University of Alberta," Requirements Analysis, Agile Software Development, Agile Methodology, Kanban Principles, Requirements Elicitation, Sprint Retrospectives, Requirements Management, Functional Requirement, Business Requirements, Sprint Planning, Software Development Methodologies, Project Risk Management, Software Development Life Cycle, Scrum (Software Development), Software Technical Review, Software Development, Product Management, Agile Project Management, User Story, Backlogs",4.7,11K reviews,Beginner · Specialization · 3 - 6 Months
440,Harnessing the Power of Data with Power BI,Microsoft," Power BI, Data-Driven Decision-Making, Data Analysis, Microsoft Power Platform, Extract, Transform, Load, Data Collection, Business Intelligence, Business Analytics, Data Transformation, Business Analysis, Data Visualization Software, Microsoft 365, Data Management",4.6,1.4K reviews,Beginner · Course · 1 - 4 Weeks
441,Microsoft Data Visualization,Microsoft," Data Storytelling, Data Analysis Expressions (DAX), Data Presentation, Power BI, Data Ethics, Dashboard, Data Visualization Software, Data Modeling, Data Governance, Extract, Transform, Load, Data Visualization, Interactive Data Visualization, Business Intelligence, Data Analysis, Statistical Analysis, Data Architecture, Correlation Analysis, Data Cleansing, Data Transformation, Database Design",4.5,36 reviews,Beginner · Professional Certificate · 3 - 6 Months
442,Learning How to Learn: Powerful mental tools to help you master tough subjects,Deep Teaching Solutions," Learning Strategies, Time Management, Willingness To Learn, Growth Mindedness, Mental Concentration, Creativity, Self-Discipline, Stress Management, Self-Awareness, Adaptability",4.8,92K reviews,Beginner · Course · 1 - 4 Weeks
443,Organizational Leadership,Northwestern University," Influencing, Persuasive Communication, Design Thinking, Data-Driven Decision-Making, Leadership, Strategic Communication, Innovation, Collaboration, Business Leadership, Crisis Management, Negotiation, Organizational Leadership, Ideation, Team Leadership, Resource Allocation, Human Centered Design, Strategic Leadership, Corporate Communications, Marketing Analytics, Data Science",4.7,5.1K reviews,Intermediate · Specialization · 3 - 6 Months
444,Financial Management,University of Illinois Urbana-Champaign," Mergers & Acquisitions, Working Capital, Revenue Recognition, Financial Statements, Credit Risk, Accrual Accounting, Financial Analysis, Investments, Corporate Finance, Business Valuation, Financial Statement Analysis, Cash Flows, Accounting Records, Financial Accounting, Financial Management, Income Statement, Accounting, Business Ethics, Finance, Portfolio Management",4.5,37 reviews,Beginner · Professional Certificate · 3 - 6 Months
445,Achieving Personal and Professional Success,University of Pennsylvania," Influencing, Active Listening, Negotiation, Communication, Communication Strategies, Persuasive Communication, Verbal Communication Skills, Contract Negotiation, Interpersonal Communications, Business Communication, Strategic Communication, Relationship Building, Professional Networking, Conflict Management, Leadership, Growth Mindedness, Personal Development, Self-Awareness, Self-Motivation, Lifelong Learning",4.5,1.7K reviews,Intermediate · Specialization · 3 - 6 Months
446,Introduction to Front-End Development,Meta," HTML and CSS, Bootstrap (Front-End Framework), Responsive Web Design, Front-End Web Development, User Interface (UI), Hypertext Markup Language (HTML), Web Design and Development, Web Development, Web Applications, Cascading Style Sheets (CSS), React.js, Javascript",4.8,1.9K reviews,Beginner · Course · 1 - 3 Months
447,Positive Psychiatry and Mental Health ,The University of Sydney," Mental Health, Stress Management, Community Mental Health Services, Mental and Behavioral Health Specialties, Psychiatry, Positivity, Optimism, Resilience, Behavioral Health, Mental Health Therapies, Personal Development, Creativity, Self-Awareness, Psychology, Physical Therapy, Relationship Building, Social Skills",4.8,126 reviews,Beginner · Specialization · 3 - 6 Months
448,FPGA Design for Embedded Systems,University of Colorado Boulder," Field-Programmable Gate Array (FPGA), Hardware Design, Electronic Hardware, Verification And Validation, Electronic Systems, Embedded Systems, Application Specific Integrated Circuits, System Design and Implementation, Embedded Software, Electrical and Computer Engineering, Semiconductors, Software Design, Schematic Diagrams, System Programming, Technical Design, Software Development, Integrated Development Environments, Functional Design, Computer Architecture, Programming Principles",4.7,6.7K reviews,Intermediate · Specialization · 3 - 6 Months
449,Probability & Statistics for Machine Learning & Data Science,DeepLearning.AI," Descriptive Statistics, Bayesian Statistics, Statistical Hypothesis Testing, Probability & Statistics, Sampling (Statistics), Probability Distribution, Probability, Statistical Inference, A/B Testing, Statistical Analysis, Data Science, Exploratory Data Analysis, Data Analysis, Statistical Visualization",4.8,3.7K reviews,Mixed · Course · 1 - 3 Months
450,Social Psychology,Wesleyan University," Social Sciences, Psychology, Persuasive Communication, Sociology, Behavior Management, Conflict Management, Cultural Diversity, Research, Ethical Standards And Conduct, Experimentation",4.8,13K reviews,Beginner · Course · 1 - 4 Weeks
451,Behavioral Finance,Duke University," Behavioral Economics, Decision Making, Financial Planning, Finance, Consumer Behaviour, Financial Market, Financial Analysis, Economics, Probability & Statistics, Risk Analysis",4.5,203 reviews,Intermediate · Specialization · 1 - 3 Months
452,Writing and Producing Music in Your Home Studio,Berklee," Peer Review, Active Listening, Media Production, Storytelling, Post-Production, Editing, Constructive Feedback, Emotional Intelligence, Creative Thinking, Multimedia, Writing, Personal Development, Timelines, Performance Tuning, Self-Awareness, Content Creation, Creativity, Automation, Adaptability",3.9,1K reviews,Beginner · Course · 1 - 3 Months
453,Foundations for Assisting in Home Care,The State University of New York," Home Health Care, Cultural Diversity, Caregiving, Disabilities, Pediatrics, Long Term Care, Personal Care, Mental Health, Activities of Daily Living (ADLs), Food and Beverage, Patient Safety",4.4,84 reviews,Intermediate · Specialization · 3 - 6 Months
454,Advanced Embedded Linux Development,University of Colorado Boulder," Agile Methodology, Embedded Software, Embedded Systems, System Programming, Software Testing, Linux, Software Development Methodologies, Docker (Software), Git (Version Control System), Containerization, Linux Commands, Linux Administration, File Systems, C++ (Programming Language), Shell Script, Electrical and Computer Engineering, Debugging, OS Process Management, Internet Of Things, Operating Systems",4.8,5K reviews,Intermediate · Course · 1 - 3 Months
455,Marketing en redes sociales de Meta,Meta," Target Audience, Social Media Marketing, Social Media Management, Social Media Content, Data Storytelling, Social Media, Social Media Strategy, Campaign Management, Performance Analysis, Content Creation, Facebook, Marketing Effectiveness, Media Planning, Performance Measurement, Performance Metric, Persona Development, Marketing Analytics, Marketing Materials, Advertising, Advertising Campaigns",4.5,97 reviews,Intermediate · Specialization · 1 - 3 Months
456,Data Analysis with Python,IBM," Data Wrangling, Data Cleansing, Data Analysis, Data Manipulation, Data Transformation, Data Import/Export, Exploratory Data Analysis, Predictive Analytics, Statistical Analysis, Regression Analysis, Predictive Modeling, Pandas (Python Package), Scikit Learn (Machine Learning Library), Statistical Modeling, Machine Learning Methods, Feature Engineering, Python Programming, Data Pipelines, NumPy",4.6,538 reviews,Intermediate · Course · 1 - 3 Months
457,Google データアナリティクス,Google," Rmarkdown, Data Presentation, Data Ethics, Data Storytelling, Data Visualization, Data Cleansing, Stakeholder Communications, Analytical Skills, Data-Driven Decision-Making, Data Visualization Software, Data Validation, Dashboard, Ggplot2, Interviewing Skills, Data Access, Spreadsheet Software, Data Analysis, Tableau Software, Data Synthesis, Data Manipulation",4.7,604 reviews,Beginner · Professional Certificate · 3 - 6 Months
458,International Humanitarian Law in Theory and Practice ,Universiteit Leiden," Law, Regulation, and Compliance, International Relations, Conflict Management, Child Welfare, Ethical Standards And Conduct, Disabilities, Journalism",4.8,5.2K reviews,Beginner · Course · 1 - 3 Months
459,IBM z/OS Mainframe Practitioner,IBM," Virtualization, Unix, IBM DB2, IBM Cloud, Data Management, Virtual Machines, Database Management Systems, Data Storage, Infrastructure Architecture, System Programming, Operating Systems, Unix Commands, IT Infrastructure, System Monitoring, File Systems, Computer Architecture, Servers, Control Panels, Command-Line Interface, Computing Platforms",4.4,4.3K reviews,Intermediate · Professional Certificate · 1 - 3 Months
460,Étudier en France: French Intermediate course B1-B2,École Polytechnique," Language Learning, Grammar, Higher Education, Vocabulary, Cultural Diversity, Writing, Formal Learning",4.8,6.1K reviews,Intermediate · Course · 1 - 3 Months
461,The Business of Music Production,Berklee," Contract Negotiation, Peer Review, Active Listening, Negotiation, Media Production, Law, Regulation, and Compliance, Ethical Standards And Conduct, Constructive Feedback, Business Ethics, Content Creation, Writing, Contract Review, Data Import/Export, Editing, Multimedia, Regulatory Compliance, File Management, Asset Protection, Decision Making, Creativity",4.6,66 reviews,Beginner · Specialization · 3 - 6 Months
462,Technical Communication,University of Colorado Boulder," Interpersonal Communications, Proposal Writing, Verbal Communication Skills, Proofreading, Active Listening, Public Speaking, Constructive Feedback, Editing, Technical Writing, Technical Communication, Business Communication, Communication, Presentations, Persuasive Communication, Storytelling, Non-Verbal Communication, Rapport Building, Business Writing, Microsoft PowerPoint, Team Management",4.8,1.6K reviews,Beginner · Specialization · 1 - 3 Months
463,The Art of Visual Storytelling,University of Colorado Boulder," Post-Production, Storyboarding, Storytelling, Media Production, Adobe Creative Cloud, Editing, Content Creation, Writing and Editing, Proposal Writing, Data Import/Export, Writing, Graphic and Visual Design, Multimedia, Scripting, Creativity, Timelines, Aesthetics, File Management, Quality Assurance",4.5,95 reviews,Beginner · Specialization · 3 - 6 Months
464,Business Analyst (ECBA) Certificate Preparation ,SkillUp EdTech," Business Process Modeling, Business Analysis, Process Analysis, Resource Allocation, Stakeholder Management, Process Optimization, Business Requirements, Data Modeling, Risk Analysis, Stakeholder Engagement, Requirements Analysis, Business Process Improvement, Communication Strategies, Agile Methodology, Risk Management, User Story, Project Management, Analysis, Business Process, Requirements Management",4.7,5K reviews,Intermediate · Specialization · 3 - 6 Months
465,Child Nutrition and Cooking,Stanford University," Cooking, Pediatrics, Food and Beverage, Food Safety and Sanitation, Preventative Care, Family Medicine, Parent Communication, Planning, Environment and Resource Management",4.8,3.2K reviews,Beginner · Course · 1 - 3 Months
466,School Health for Children and Adolescents,University of Colorado System," Parent Communication, Care Coordination, Disabilities, Preventative Care, Community Mental Health Services, Medical Emergency, Mental Health, Instructional Strategies, First Aid, Patient Education and Support, Classroom Management, Education and Training, Pediatrics, Differentiated Instruction, Emergency Response, Positive Behavior Support, Behavioral Health, Physical Therapy, Health Care, Food and Beverage",4.3,1.2K reviews,Beginner · Specialization · 3 - 6 Months
467,Microsoft Front-End Developer,Microsoft," Cascading Style Sheets (CSS), GitHub, C# (Programming Language), Secure Coding, HTML and CSS, User Interface and User Experience (UI/UX) Design, Figma (Design Software), Version Control, Open Web Application Security Project (OWASP), Git (Version Control System), Object Oriented Programming (OOP), Web Development, Web Design and Development, Debugging, Mockups, Authentications, Front-End Web Development, User Interface (UI), Programming Principles, User Interface (UI) Design",4.7,19K reviews,Beginner · Professional Certificate · 3 - 6 Months
468,Project Management Principles and Practices,"University of California, Irvine"," Cost Estimation, Stakeholder Management, Project Risk Management, Project Schedules, Work Breakdown Structure, Project Performance, Estimation, Conflict Management, Risk Analysis, Quality Management, Risk Mitigation, Project Management, Timelines, Milestones (Project Management), Project Planning, Peer Review, Budgeting, Project Management Life Cycle, Scope Management, Change Management",4.8,926 reviews,Intermediate · Specialization · 3 - 6 Months
469,"Food Sustainability, Mindful Eating, and Healthy Cooking",Stanford University," Food and Beverage, Cooking, Cultural Diversity, Environment, Compassion, Environment and Resource Management, Environmental Issue, Resourcefulness, Waste Minimization, Adaptability, Product Lifecycle Management, Behavioral Health, Self-Awareness, Lifelong Learning, Pollution Prevention, Personal Care, Willingness To Learn, Empowerment, Creativity, Decision Making",4.3,1.2K reviews,Beginner · Specialization · 3 - 6 Months
